CaseBarcode,CorepackBarcode,OrderId,RequestDate,Core Pack check,Result_DAQ,CH8_V,CH9_V,CH10_V,CH11_V,CH12_V,TempMaxThr,TempMinThr,VoltDiffThr,VoltMaxThr,VoltMinThr,Result_ETEST,ACIR,DCIR,OCVoltage,Ah,PackageTime
FR07254001587,7254001545,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/11 15:50:42
FR07254001588,7254001546,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/11 09:31:47
FR07254001589,7254001547,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/19 12:31:38
FR07254001590,7254001548,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/12 12:16:47
FR07254001591,7254001549,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/08 17:25:36
FR07254001592,7254001550,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/02 12:37:23
FR07254001593,7254001551,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/08 17:01:20
FR07254001594,7254001552,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 12:03:10
FR07254001595,7254001553,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/22 11:48:47
FR07254001596,7254001554,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.499,3.501,3.499,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 15:13:27
FR07254001597,7254001555,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2025/12/26 12:41:28
FR07254001598,7254001556,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 13:43:52
FR07254001599,7254001557,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/31 12:46:07
FR07254001600,7254001558,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/22 13:40:50
FR07254001601,7254001559,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/22 13:54:48
FR07254001602,7254001560,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/09 11:58:28
FR07254001603,7254001561,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/17 17:04:19
FR07254001604,7254001562,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/22 10:50:52
FR07254001605,7254001563,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/26 11:49:13
FR07254001606,7254001564,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.499,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/16 14:52:15
FR07254001607,7254001565,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/09 14:02:58
FR07254001608,7254001566,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/17 14:47:45
FR07254001609,7254001567,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/31 17:16:37
FR07254001610,7254001568,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.502,3.503,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/24 13:47:35
FR07254001611,7254001569,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/31 11:17:48
FR07254001612,7254001570,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/29 14:58:37
FR07254001613,7254001571,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/12 13:17:12
FR07254001614,7254001572,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2026/01/02 13:17:47
FR07254001615,7254001573,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2025/12/29 09:35:35
FR07254001616,7254001574,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 15:59:19
FR07254001617,7254001575,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/05 13:53:15
FR07254001618,7254001576,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/08 11:16:42
FR07254001619,7254001577,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/09 15:51:53
FR07254001620,7254001578,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/10 09:59:49
FR07254001621,7254001579,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/22 16:45:46
FR07254001622,7254001580,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2025/12/26 09:44:32
FR07254001623,7254001581,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.055,17.48,,2025/12/10 11:31:46
FR07254001624,7254001582,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.503,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/10 11:39:13
FR07254001625,7254001583,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/08 15:02:20
FR07254001626,7254001584,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2025/12/09 13:16:09
FR07254001627,7254001585,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/15 12:15:34
FR07254001628,7254001586,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/24 16:18:31
FR07254001629,7254001587,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/12 09:52:42
FR07254001630,7254001588,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.49,,2025/12/18 14:03:40
FR07254001631,7254001589,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/10 11:14:30
FR07254001632,7254001590,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/11 15:20:04
FR07254001633,7254001591,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/30 14:28:10
FR07254001634,7254001592,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 16:27:40
FR07254001635,7254001593,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/22 17:19:54
FR07254001636,7254001594,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/15 14:13:57
FR07254001637,7254001595,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/08 17:16:48
FR07254001638,7254001596,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/09 16:32:41
FR07254001639,7254001597,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/17 14:12:05
FR07254001640,7254001598,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/15 12:27:51
FR07254001641,7254001599,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/30 12:32:12
FR07254001642,7254001600,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/29 17:12:14
FR07254001643,7254001601,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2025/12/08 17:25:08
FR07254001644,7254001602,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.499,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 14:48:08
FR07254001645,7254001603,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/05 09:47:12
FR07254001646,7254001604,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/17 15:09:10
FR07254001647,7254001605,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/10 17:08:57
FR07254001648,7254001606,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/26 09:35:50
FR07254001649,7254001607,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/26 11:48:32
FR07254001650,7254001608,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/22 10:19:55
FR07254001651,7254001609,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/31 10:13:46
FR07254001652,7254001610,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/12 12:46:37
FR07254001653,7254001611,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,5.84,2026/01/02 16:14:44
FR07254001654,7254001612,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,5.84,2025/12/26 11:30:55
FR07254001655,7254001613,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,5.82,2025/12/16 09:42:07
FR07254001656,7254001614,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,5.81,2025/12/22 16:57:21
FR07254001657,7254001615,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.503,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,5.85,2025/12/24 16:00:30
FR07254001658,7254001616,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,5.83,2026/01/05 10:36:17
FR07254001659,7254001617,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,5.85,2025/12/12 14:01:37
FR07254001660,7254001618,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,5.84,2025/12/24 09:59:49
FR07254001661,7254001619,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,5.84,2026/01/05 13:55:37
FR07254001662,7254001620,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,5.85,2025/12/10 09:51:05
FR07254001663,7254001621,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,5.85,2025/12/24 16:44:27
FR07254001664,7254001622,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,5.81,2025/12/18 09:46:39
FR07254001665,7254001623,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,5.84,2025/12/08 14:05:26
FR07254001666,7254001624,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.5,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,5.85,2025/12/18 13:23:50
FR07254001667,7254001625,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,5.84,2025/12/18 16:59:10
FR07254001668,7254001626,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,5.81,2025/12/22 10:06:04
FR07254001669,7254001627,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,5.82,2025/12/26 15:28:14
FR07254001670,7254001628,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.503,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,5.84,2025/12/15 09:48:38
FR07254001671,7254001629,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,5.84,2025/12/19 16:45:41
FR07254001672,7254001630,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,5.82,2025/12/12 09:56:08
FR07254001673,7254001631,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,5.81,2025/12/12 13:12:32
FR07254001674,7254001632,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 12:37:45
FR07254001675,7254001633,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/23 16:01:44
FR07254001676,7254001634,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/29 12:55:49
FR07254001677,7254001635,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/19 13:30:48
FR07254001678,7254001636,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2026/01/02 10:19:49
FR07254001679,7254001637,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.503,3.502,3.503,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/19 12:05:56
FR07254001680,7254001638,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/08 13:49:37
FR07254001681,7254001639,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/23 10:13:42
FR07254001682,7254001640,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 15:35:42
FR07254001683,7254001641,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/18 09:36:00
FR07254001684,7254001642,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/08 16:20:11
FR07254001685,7254001643,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/08 14:03:35
FR07254001686,7254001644,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/05 10:55:23
FR07254001687,7254001645,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 14:08:02
FR07254001688,7254001646,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.503,3.502,3.504,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/09 15:26:31
FR07254001689,7254001647,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/12 13:08:29
FR07254001690,7254001648,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/29 15:12:33
FR07254001691,7254001649,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2026/01/02 10:48:08
FR07254001692,7254001650,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 15:10:41
FR07254001693,7254001651,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.502,3.503,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/24 11:22:31
FR07254001694,7254001652,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/24 09:48:12
FR07254001695,7254001653,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 09:33:49
FR07254001696,7254001654,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/22 17:06:29
FR07254001697,7254001655,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/31 15:21:57
FR07254001698,7254001656,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2025/12/19 17:20:36
FR07254001699,7254001657,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.055,17.48,,2025/12/24 14:51:37
FR07254001700,7254001658,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/15 14:22:22
FR07254001701,7254001659,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/02 11:15:33
FR07254001702,7254001660,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2025/12/24 09:32:42
FR07254001703,7254001661,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/31 10:07:27
FR07254001704,7254001662,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/10 15:36:13
FR07254001705,7254001663,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/02 13:12:25
FR07254001706,7254001664,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.49,,2025/12/11 17:28:37
FR07254001707,7254001665,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/29 13:38:43
FR07254001708,7254001666,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/26 10:33:00
FR07254001709,7254001667,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/05 15:34:02
FR07254001710,7254001668,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 11:07:01
FR07254001711,7254001669,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/08 10:20:32
FR07254001712,7254001670,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/09 15:58:02
FR07254001713,7254001713,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 16:52:05
FR07254001714,7254001714,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/05 15:37:26
FR07254001715,7254001715,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.502,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/29 14:26:59
FR07254001716,7254001716,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 13:17:01
FR07254001717,7254001717,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/31 16:18:05
FR07254001718,7254001718,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/12 09:45:15
FR07254001719,7254001719,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.504,3.503,3.503,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/16 11:16:12
FR07254001720,7254001720,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/16 09:39:22
FR07254001721,7254001721,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 11:51:54
FR07254001722,7254001722,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2025/12/12 09:58:02
FR07254001723,7254001723,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 12:43:56
FR07254001724,7254001724,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.5,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/22 11:20:35
FR07254001725,7254001725,5112-20250923001,2026/01/06,PASS,PASS,3.501,3.501,3.501,3.503,3.503,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/19 13:34:30
